date,visits,donations,average_donation_value,region
2023-01-23,108,31,120.78,South America
2023-03-29,447,209,88.03,Asia
2023-02-26,562,355,39.88,Australia
2023-06-11,325,296,148.31,North America
2023-03-10,199,3,123.48,Africa
2023-06-18,291,185,54.49,Australia
2023-04-02,880,774,169.16,Australia
2023-04-12,236,60,123.57,North America
2023-09-09,498,444,79.32,South America
2023-01-08,358,122,158.69,Asia
2023-06-12,816,120,126.09,Africa
2023-02-24,208,147,179.59,North America
2023-06-02,994,952,45.11,Asia
2023-07-17,344,137,197.98,Australia
2023-07-15,243,124,77.81,Europe
2023-11-30,138,53,99.26,North America
2023-06-23,213,95,141.11,South America
2023-08-06,946,304,146.02,North America
2023-07-15,299,130,166.31,Australia
2023-06-28,724,214,82.93,Australia
2023-04-01,504,185,89.01,North America
2023-12-25,542,353,130.2,South America
2023-07-14,790,780,28.89,Australia
2023-12-27,377,235,36.56,South America
2023-08-04,806,602,42.68,Africa
2023-06-06,298,108,129.23,Asia
2023-09-12,953,697,147.8,Australia
2023-04-21,408,223,33.32,Asia
2023-11-24,968,676,160.17,Asia
2023-08-02,741,284,116.17,Asia
2023-05-13,871,284,68.8,Australia
2023-12-15,862,848,6.41,Europe
2023-12-17,678,201,120.85,Australia
2023-08-09,978,726,70.65,Asia
2023-01-28,595,233,175.65,Australia
2023-07-14,143,90,41.58,Africa
2023-06-09,632,583,164.81,Africa
2023-07-25,255,213,104.88,Europe
2023-12-18,72,43,49.68,Asia
2023-02-20,587,36,87.81,Europe
2023-10-05,533,285,7.72,Asia
2023-06-10,727,535,61.78,North America
2023-05-20,111,107,105.14,Australia
2023-07-17,539,275,82.86,North America
2023-06-27,321,173,78.17,Asia
2023-05-26,341,228,24.62,Europe
2023-08-17,474,446,57.53,Asia
2023-10-15,217,1,111.79,Asia
2023-01-05,330,75,52.44,Europe
2023-10-09,661,8,38.56,Australia
2023-09-23,887,78,28.61,North America
2023-04-30,517,205,22.87,South America
2023-11-12,346,343,17.72,Europe
2023-03-11,961,73,69.59,Africa
2023-05-16,772,657,163.82,Australia
2023-04-24,113,0,0.0,South America
2023-12-25,293,245,143.57,South America
2023-05-17,312,82,8.87,Africa
2023-10-08,716,178,100.42,South America
2023-05-12,975,808,57.58,Australia
2023-04-25,412,25,143.59,Europe
2023-05-13,468,376,165.44,South America
2023-03-23,229,121,36.75,Australia
2023-10-15,567,207,129.76,Africa
2023-09-05,441,224,92.98,South America
2023-01-11,879,552,14.0,Africa
2023-10-14,348,332,24.55,North America
2023-06-25,317,147,164.25,North America
2023-09-07,689,123,24.58,Europe
2023-11-24,663,67,73.31,South America
2023-03-11,520,256,51.85,South America
2023-05-20,461,273,159.88,Australia
2023-01-04,971,163,108.46,North America
2023-07-17,586,180,132.48,South America
2023-08-15,368,246,24.65,North America
2023-02-28,143,134,105.19,Asia
2023-11-14,361,300,119.38,Asia
2023-01-22,405,273,22.45,North America
2023-12-08,843,479,75.27,Asia
2023-01-04,834,636,88.2,Africa
2023-02-03,656,75,49.99,South America
2023-08-02,456,396,188.97,Africa
2023-02-01,826,68,140.65,Asia
2023-09-01,846,101,115.2,Africa
2023-04-15,504,127,104.15,Europe
2023-08-03,96,39,91.2,Asia
2023-01-29,253,81,167.07,Europe
2023-10-29,493,254,43.34,Europe
2023-01-29,980,808,154.31,Europe
2023-11-13,896,234,196.89,Europe
2023-07-31,679,637,103.52,Asia
2023-11-09,227,183,14.18,Australia
2023-01-15,637,80,19.53,Africa
2023-12-18,188,66,152.89,Africa
2023-07-12,119,109,89.89,Australia
2023-11-26,732,481,67.4,Africa
2023-10-13,202,36,149.21,Asia
2023-07-05,241,195,70.41,South America
2023-11-18,35,15,19.48,Europe
2023-10-05,212,25,86.61,Asia
2023-10-11,628,296,176.46,Africa
2023-07-19,43,33,47.96,Asia
2023-06-03,366,79,115.42,Africa
2023-12-26,489,335,140.74,Asia
2023-05-14,90,28,146.45,North America
2023-04-28,814,220,199.86,Africa
2023-11-17,253,223,172.39,Asia
2023-07-13,181,89,57.18,North America
2023-03-23,320,284,149.56,North America
2023-07-31,460,358,11.84,Asia
2023-10-20,596,473,137.25,Asia
2023-11-04,161,27,93.07,South America
2023-10-12,547,182,29.17,Europe
2023-06-19,998,27,62.09,Africa
2023-02-26,312,71,118.04,Europe
2023-11-30,540,152,19.87,Asia
2023-11-12,671,178,144.99,Asia
2023-06-16,841,67,123.4,North America
2023-09-28,612,0,0.0,North America
2023-08-13,321,203,122.05,Europe
2023-11-02,103,91,142.85,Africa
2023-10-06,783,227,145.3,North America
2023-01-22,454,46,66.81,Africa
2023-04-15,248,5,164.8,Asia
2023-02-01,504,86,196.8,South America
2023-09-21,593,90,187.63,South America
2023-03-15,805,198,113.97,North America
2023-04-08,916,740,5.28,Europe
2023-03-29,332,146,156.23,Europe
2023-09-12,373,332,145.26,North America
2023-02-24,932,108,82.82,Asia
2023-08-14,331,92,158.56,Europe
2023-11-07,671,651,62.29,South America
2023-11-22,919,550,168.23,Europe
2023-05-02,315,11,57.96,Australia
2023-10-01,818,13,49.74,Europe
2023-03-07,791,30,64.62,Australia
2023-01-17,360,224,138.53,Asia
2023-08-24,134,106,130.73,Asia
2023-12-11,974,617,44.62,North America
2023-12-13,778,667,99.54,South America
2023-02-05,321,62,143.97,Asia
2023-02-06,359,124,165.51,Australia
2023-12-25,693,461,86.53,South America
2023-04-22,579,215,140.0,Asia
2023-03-01,387,268,28.62,Africa
2023-07-20,140,78,199.4,Australia
2023-09-07,62,48,5.92,Africa
2023-04-14,323,147,17.53,Asia
2023-02-15,428,23,162.24,Europe
2023-11-10,580,384,163.54,Europe
2023-11-01,195,33,194.67,South America
2023-09-15,35,18,180.84,North America
2023-06-11,642,527,163.19,South America
2023-09-14,654,312,20.23,North America
2023-12-05,656,171,60.85,Asia
2023-02-17,628,116,63.46,Africa
2023-05-23,718,20,99.86,Europe
2023-01-02,415,350,130.25,Europe
2023-02-01,415,108,136.72,South America
2023-02-13,641,526,159.08,South America
2023-12-05,120,113,197.2,Europe
2023-09-14,291,214,5.01,Australia
2023-11-16,873,419,179.07,Africa
2023-01-25,872,178,33.29,Australia
2023-04-11,136,83,36.32,South America
2023-04-13,497,377,182.0,South America
2023-11-17,720,256,194.62,South America
2023-09-17,716,618,190.08,North America
2023-12-15,674,345,159.63,South America
2023-10-14,707,433,82.87,Australia
2023-06-02,69,30,111.98,Europe
2023-06-09,64,0,0.0,Africa
2023-05-21,996,761,166.49,North America
2023-08-13,145,65,32.72,North America
2023-03-21,310,298,188.36,North America
2023-05-26,171,166,173.96,South America
2023-11-02,706,298,166.65,Europe
2023-01-06,719,609,17.03,Europe
2023-12-23,643,46,40.33,Africa
2023-09-27,826,102,122.7,North America
2023-09-25,560,477,169.22,Africa
2023-05-30,953,622,49.43,Asia
2023-09-22,961,165,186.14,Africa
2023-06-10,330,220,156.96,South America
2023-01-24,61,35,194.59,South America
2023-12-24,901,17,23.37,Africa
2023-12-27,779,766,92.24,South America
2023-04-17,19,13,11.71,Australia
2023-12-09,41,1,62.13,Africa
2023-08-06,804,664,82.35,Asia
2023-07-18,345,196,35.22,Europe
2023-11-10,109,18,170.42,Australia
2023-04-03,341,183,184.24,South America
2023-12-14,483,88,37.24,South America
2023-09-04,808,326,54.94,Asia
2023-05-06,234,42,146.28,Australia
2023-11-07,97,42,56.72,North America
2023-06-24,623,377,70.09,Africa
2023-10-29,265,210,166.68,North America
2023-10-28,299,220,48.76,Africa
2023-05-17,712,211,18.97,Europe
2023-06-07,642,347,173.79,Europe
2023-08-30,794,555,84.52,North America
2023-12-23,508,279,174.14,Asia
2023-07-23,400,41,179.03,North America
2023-12-03,919,618,115.82,Australia
2023-08-08,287,265,140.44,South America
2023-02-07,575,178,22.54,Africa
2023-12-19,288,163,14.18,Asia
2023-07-05,907,740,73.11,South America
2023-10-14,616,140,33.88,North America
2023-02-10,641,31,32.08,South America
2023-06-15,513,33,81.02,Australia
2023-06-20,454,181,40.49,South America
2023-01-07,202,12,159.16,North America
2023-07-18,220,85,194.91,Asia
2023-12-09,936,688,182.42,Europe
2023-12-24,330,277,133.21,Asia
2023-03-25,59,52,120.31,Europe
2023-12-23,594,94,5.34,Africa
2023-12-17,65,58,84.03,South America
2023-11-28,540,390,166.93,North America
2023-12-23,592,90,109.52,Australia
2023-06-27,112,26,11.12,Africa
2023-12-13,92,54,24.29,South America
2023-04-12,264,188,126.76,Australia
2023-12-20,436,146,73.67,Asia
2023-09-26,309,306,30.76,North America
2023-01-13,733,214,71.24,Australia
2023-03-11,521,105,50.45,Europe
2023-09-24,287,28,67.12,Europe
2023-04-20,330,15,45.92,South America
2023-09-10,961,138,133.33,South America
2023-04-27,292,263,180.87,North America
2023-09-22,476,327,175.88,Europe
2023-07-07,187,65,92.21,Asia
2023-12-28,159,104,191.58,Europe
2023-12-26,696,627,104.41,Asia
2023-09-19,175,101,189.86,Africa
2023-04-19,353,86,32.46,South America
2023-10-15,664,209,66.99,North America
2023-09-20,424,360,86.7,Asia
2023-08-21,998,516,175.0,North America
2023-04-01,756,649,9.79,Australia
2023-06-01,242,104,76.69,Africa
2023-06-08,654,613,142.84,Australia
2023-07-30,883,302,145.78,Europe
2023-09-23,329,50,37.56,Australia
2023-06-16,710,227,137.37,Asia
2023-12-09,289,121,76.74,Africa
2023-09-25,745,612,69.54,South America
2023-05-26,743,501,118.83,North America
2023-11-11,653,293,135.48,North America
2023-09-13,699,319,141.16,South America
2023-05-11,885,156,110.08,Asia
2023-04-03,295,159,122.78,Europe
2023-08-24,961,35,84.7,Australia
2023-04-27,210,166,195.2,North America
2023-01-16,957,326,41.71,Africa
2023-09-23,402,245,78.06,Australia
2023-07-05,82,81,161.58,Africa
2023-04-24,713,120,109.41,North America
2023-03-18,154,151,84.86,Europe
2023-09-25,197,126,112.94,North America
2023-04-29,741,565,168.1,Europe
2023-09-06,531,365,199.11,Africa
2023-07-20,538,418,108.96,South America
2023-02-15,112,78,13.47,South America
2023-09-06,21,6,134.97,Australia
2023-06-11,217,100,164.14,Australia
2023-07-20,359,50,112.87,Asia
2023-03-11,873,728,109.16,Africa
2023-08-28,714,671,110.83,North America
2023-12-13,434,5,63.0,Africa
2023-12-05,341,305,147.58,Europe
2023-12-05,787,747,62.67,Europe
2023-08-01,434,406,106.95,Australia
2023-03-08,550,29,98.03,Asia
2023-03-15,724,235,92.01,Australia
2023-10-31,585,478,103.93,Australia
2023-07-27,10,6,80.5,Europe
2023-10-18,946,115,38.01,Africa
2023-09-11,634,279,87.07,North America
2023-12-28,539,340,88.32,Europe
2023-01-29,576,568,102.8,Asia
2023-01-30,379,111,98.42,Europe
2023-03-01,167,89,142.54,Africa
2023-06-22,771,768,142.52,South America
2023-07-04,261,188,55.21,Asia
2023-05-03,807,795,98.2,North America
2023-09-17,948,654,178.35,Australia
2023-06-22,823,257,16.94,North America
2023-06-21,264,116,60.83,South America
2023-10-24,114,114,112.38,Africa
2023-02-27,489,230,47.78,South America
2023-01-13,968,682,43.39,Europe
2023-12-03,171,16,183.88,South America
2023-01-22,203,17,5.04,North America
2023-06-06,992,482,121.74,Australia
2023-06-28,292,188,12.64,Europe
2023-10-13,462,424,84.24,Asia
2023-10-11,474,306,75.02,Europe
2023-08-13,743,164,71.64,South America
2023-01-25,93,19,82.89,Africa
2023-01-30,943,15,110.11,South America
2023-01-12,407,348,172.67,South America
2023-07-17,37,24,80.75,Africa
2023-05-30,477,33,151.48,Australia
2023-09-01,781,145,28.06,Asia
2023-07-31,480,244,194.57,Africa
2023-01-31,689,389,45.93,South America
2023-10-23,31,10,123.88,Australia
2023-04-14,47,17,65.38,North America
2023-07-20,726,177,92.0,North America
2023-10-18,906,395,22.49,North America
2023-12-31,238,172,128.34,South America
2023-10-29,233,20,93.71,Asia
2023-01-04,641,614,128.59,North America
2023-01-20,112,3,59.27,Europe
2023-04-10,798,744,168.94,Australia
2023-11-08,617,133,193.81,Africa
2023-04-27,435,35,145.96,South America
2023-04-17,589,342,18.29,Europe
2023-04-05,592,131,80.92,Europe
2023-04-09,410,27,8.78,Europe
2023-10-02,345,110,24.05,Asia
2023-08-18,392,263,139.32,North America
2023-12-25,559,533,97.66,Australia
2023-01-02,680,40,87.75,South America
2023-01-17,690,89,110.99,Africa
2023-07-14,74,45,123.81,Asia
2023-07-19,849,431,5.87,Europe
2023-05-01,171,76,78.87,Asia
2023-08-25,720,301,103.96,Africa
2023-08-31,733,293,57.8,Australia
2023-01-31,376,331,189.66,Europe
2023-07-21,92,41,88.71,Africa
2023-01-28,454,259,19.03,Europe
2023-11-11,428,173,30.7,Africa
2023-05-28,189,90,173.01,North America
2023-11-01,438,247,44.61,Europe
2023-11-08,404,52,103.88,North America
2023-11-05,131,78,42.94,South America
2023-03-13,601,305,136.38,Europe
2023-07-28,588,302,136.22,North America
2023-12-11,202,200,74.84,Australia
2023-09-11,951,136,109.38,Africa
2023-09-23,30,21,85.25,South America
2023-11-07,716,46,103.6,Asia
2023-02-09,528,170,41.85,Europe
2023-07-11,841,263,47.9,Australia
2023-09-12,614,201,191.87,Asia
2023-08-01,22,20,172.94,Asia
2023-10-24,517,127,97.79,Australia
2023-05-12,849,651,92.17,North America
2023-08-15,65,45,135.0,Europe
2023-04-28,157,92,116.75,Africa
2023-08-19,297,218,111.11,South America
2023-03-28,426,387,129.96,Europe
2023-12-09,610,337,23.16,Europe
2023-09-22,68,3,19.79,Australia
2023-06-28,284,79,172.16,Europe
2023-02-07,738,589,72.67,South America
2023-06-08,949,278,187.86,North America
2023-05-10,150,123,197.16,South America
2023-03-28,134,67,17.58,South America
2023-07-01,76,14,198.2,Australia
2023-09-24,281,5,197.51,South America
2023-12-01,441,349,26.38,North America
2023-02-16,527,115,127.59,Africa
2023-12-10,829,207,162.94,Africa
2023-05-25,339,177,52.14,Asia
2023-05-07,328,252,84.87,Asia
2023-10-28,485,453,187.54,North America
2023-01-27,513,343,53.22,Australia
2023-07-03,867,794,145.73,Asia
2023-07-24,174,124,85.8,Australia
2023-05-04,429,87,46.32,Asia
2023-01-26,940,865,164.31,Europe
2023-06-02,385,201,15.7,Europe
2023-04-14,40,30,74.18,Australia
2023-11-28,743,81,127.58,North America
2023-09-08,434,375,120.9,North America
2023-05-03,360,79,49.53,Africa
2023-04-28,551,6,176.25,South America
2023-08-05,887,489,29.9,Europe
2023-01-30,48,19,136.98,Africa
2023-06-27,709,307,117.05,South America
2023-06-29,116,91,6.73,Africa
2023-10-02,895,653,74.14,South America
2023-09-09,75,59,189.11,Africa
2023-08-10,360,349,141.22,North America
2023-07-17,689,492,102.78,Europe
2023-01-13,804,542,25.67,North America
2023-05-04,365,248,171.69,Africa
2023-06-26,493,464,74.17,Europe
2023-06-19,684,360,176.69,Australia
2023-11-22,122,0,0.0,Australia
2023-06-07,708,404,13.79,South America
2023-05-24,417,321,76.15,Asia
2023-11-26,351,257,21.55,North America
2023-03-07,882,154,196.77,Asia
2023-02-05,920,198,27.68,Africa
2023-03-12,759,737,158.44,Africa
2023-02-28,356,255,183.38,Australia
2023-08-06,958,20,126.55,Asia
2023-07-22,554,295,120.64,Africa
2023-06-29,507,111,92.36,South America
2023-10-22,97,43,25.97,South America
2023-11-14,517,154,149.65,Europe
2023-09-14,243,78,46.31,Asia
2023-08-10,32,20,47.12,North America
2023-09-06,199,17,110.44,South America
2023-01-04,672,110,173.15,North America
2023-11-30,63,46,41.5,Europe
2023-07-08,603,364,190.66,Africa
2023-07-13,36,8,175.69,Europe
2023-12-16,614,247,89.6,Africa
2023-07-21,958,386,170.41,Australia
2023-08-16,555,403,168.59,Africa
2023-09-03,743,709,90.76,Asia
2023-08-05,402,188,56.43,South America
2023-11-08,741,207,110.81,Africa
2023-05-26,238,145,75.16,North America
2023-09-02,10,7,177.36,Australia
2023-11-10,942,649,199.52,Africa
2023-05-27,272,203,57.77,Africa
2023-03-18,36,31,183.32,Australia
2023-12-11,682,285,186.8,Australia
2023-02-24,31,13,87.12,North America
2023-07-16,166,61,36.34,South America
2023-02-22,787,779,138.01,Australia
2023-01-20,964,99,165.76,Asia
2023-07-07,712,65,70.02,South America
2023-05-04,54,25,38.8,South America
2023-09-27,408,226,26.37,Asia
2023-03-26,835,675,110.51,North America
2023-05-02,539,196,13.03,Australia
2023-12-01,451,69,148.13,Europe
2023-11-13,862,844,47.32,Australia
2023-07-20,758,216,65.91,North America
2023-12-18,274,195,63.01,Australia
2023-11-14,77,65,127.36,Asia
2023-09-01,886,228,89.41,Asia
2023-12-28,259,254,188.2,Asia
2023-11-04,837,464,68.58,Asia
2023-09-03,545,258,76.62,Australia
2023-10-05,943,90,180.05,Europe
2023-02-19,445,342,178.49,North America
2023-11-29,421,233,13.0,Europe
2023-11-17,19,16,148.38,Asia
2023-08-13,760,41,54.09,Australia
2023-08-22,970,720,158.38,Asia
2023-03-06,107,78,134.67,North America
2023-11-01,990,915,27.98,Europe
2023-08-16,81,23,118.75,Africa
2023-07-10,809,488,61.69,North America
2023-10-01,786,253,112.42,Asia
2023-06-02,577,27,5.67,Europe
2023-03-08,294,37,194.02,Asia
2023-05-07,52,37,96.06,North America
2023-09-25,170,166,136.78,Asia
2023-07-25,147,107,7.44,Asia
2023-06-28,596,219,184.1,Europe
2023-05-24,226,159,129.12,Asia
2023-02-05,901,594,182.27,Asia
2023-05-01,190,105,20.59,Africa
2023-12-07,291,124,83.27,South America
2023-02-26,359,110,17.92,North America
2023-06-22,876,219,138.02,Asia
2023-12-19,61,50,107.89,South America
2023-02-11,743,303,32.01,Australia
2023-04-05,519,447,141.19,Australia
2023-07-18,788,383,148.21,Africa
2023-01-28,834,755,91.44,Europe
2023-09-01,690,498,107.48,Europe
2023-10-11,78,63,129.56,Asia
2023-03-17,560,492,45.55,Europe
2023-02-22,948,691,63.87,Europe
2023-05-06,902,727,131.13,Australia
2023-08-10,82,34,66.61,North America
2023-09-24,282,48,165.67,Europe
2023-12-28,629,345,40.92,North America
2023-01-23,197,97,132.01,Europe
2023-10-03,214,161,34.87,Asia
2023-10-02,550,144,129.38,Australia
2023-04-15,832,468,43.35,South America
2023-01-30,43,41,49.83,South America
2023-04-02,322,112,16.0,Africa
2023-02-22,829,68,198.45,Africa
2023-11-30,141,73,181.81,South America
2023-01-11,847,654,164.81,Africa
2023-07-20,534,495,170.83,Asia
2023-05-31,540,533,46.19,North America
2023-07-07,641,539,84.22,South America
2023-05-16,408,62,16.54,North America
2023-03-02,921,421,113.26,Asia
2023-10-02,273,259,99.1,Africa
2023-08-29,372,234,191.84,North America
2023-04-12,579,437,167.41,North America
2023-02-08,141,53,186.59,Australia
2023-04-14,494,300,151.79,Europe
2023-12-10,961,250,69.17,Australia
2023-05-03,28,3,8.98,Africa
2023-05-11,99,47,191.24,South America
2023-08-17,277,262,43.7,Australia
2023-11-14,237,106,135.3,South America
2023-09-06,599,209,38.82,Asia
2023-09-03,524,423,167.8,Asia
2023-05-21,65,6,161.21,Africa
2023-06-07,146,81,174.48,Africa
2023-01-07,605,376,196.37,North America
2023-10-21,645,177,57.26,Asia
2023-06-29,786,171,191.93,South America
2023-11-17,156,117,150.75,Africa
2023-07-26,697,314,25.55,Australia
2023-12-23,239,50,80.72,Australia
2023-02-24,657,339,39.07,South America
2023-01-12,246,129,51.01,South America
2023-05-24,144,0,0.0,Africa
2023-05-09,326,83,29.99,South America
2023-02-23,266,245,33.31,North America
2023-08-24,266,200,87.54,Australia
2023-01-03,285,253,84.36,Australia
2023-08-30,578,215,169.64,Asia
2023-06-21,533,26,128.93,North America
2023-05-12,815,504,69.64,Australia
2023-10-22,238,39,195.45,Africa
2023-10-01,585,473,41.06,Australia
2023-07-26,341,149,76.39,Australia
2023-10-01,399,0,0.0,Asia
2023-07-03,795,244,126.68,South America
2023-07-04,395,233,88.21,North America
2023-09-14,622,171,7.45,Asia
2023-05-21,732,250,31.26,Europe
2023-06-27,700,90,165.15,Asia
2023-02-10,521,338,19.97,South America
2023-04-04,222,199,128.86,Australia
2023-11-03,145,100,113.53,Australia
2023-07-12,432,342,94.51,Africa
2023-06-30,358,47,24.37,Australia
2023-09-29,863,276,56.98,Asia
2023-03-19,137,12,149.28,North America
2023-04-17,333,47,106.67,Europe
2023-07-01,329,121,109.13,Europe
2023-04-21,916,337,72.63,Africa
2023-10-12,589,220,71.84,Europe
2023-12-02,987,647,95.0,North America
2023-03-02,909,874,119.32,Australia
2023-10-05,721,116,129.75,Australia
2023-06-11,151,116,33.21,South America
2023-08-07,143,42,30.76,Australia
2023-10-29,608,347,182.73,South America
2023-03-15,584,41,188.63,North America
2023-02-19,302,206,173.54,North America
2023-03-11,465,28,93.67,Australia
2023-10-30,571,183,42.74,South America
2023-12-20,116,42,162.29,Asia
2023-09-23,122,98,12.54,South America
