date,visits,donations,average_donation_value,region,total_donation_value,quarter,month,day_of_week
2023-04-28,787,504,11.32,Asia,5705.28,2023Q2,4,Friday
2023-01-17,645,311,51.24,South America,15935.640000000001,2023Q1,1,Tuesday
2023-03-22,370,349,114.64,South America,40009.36,2023Q1,3,Wednesday
2023-04-26,726,497,42.86,Asia,21301.42,2023Q2,4,Wednesday
2023-03-11,751,233,88.81,Africa,20692.73,2023Q1,3,Saturday
2023-05-18,506,276,123.79,Europe,34166.04,2023Q2,5,Thursday
2023-10-05,915,69,82.57,North America,5697.33,2023Q4,10,Thursday
2023-10-23,671,135,180.14,Australia,24318.899999999998,2023Q4,10,Monday
2023-12-12,295,79,51.21,Africa,4045.59,2023Q4,12,Tuesday
2023-03-05,729,650,196.9,Australia,127985.0,2023Q1,3,Sunday
2023-06-29,485,303,59.54,Africa,18040.62,2023Q2,6,Thursday
2023-11-03,599,176,147.88,Asia,26026.879999999997,2023Q4,11,Friday
2023-06-27,511,342,133.94,North America,45807.479999999996,2023Q2,6,Tuesday
2023-08-03,705,345,95.29,South America,32875.05,2023Q3,8,Thursday
2023-08-25,33,0,0.0,South America,0.0,2023Q3,8,Friday
2023-01-15,41,5,41.68,North America,208.4,2023Q1,1,Sunday
2023-01-22,547,345,65.25,Asia,22511.25,2023Q1,1,Sunday
2023-04-02,880,800,111.69,Europe,89352.0,2023Q2,4,Sunday
2023-04-11,396,214,84.0,Africa,17976.0,2023Q2,4,Tuesday
2023-12-10,818,498,186.4,North America,92827.2,2023Q4,12,Sunday
2023-04-14,529,40,98.99,North America,3959.6,2023Q2,4,Friday
2023-07-01,862,551,42.81,Asia,23588.31,2023Q3,7,Saturday
2023-08-17,919,412,109.16,Africa,44973.92,2023Q3,8,Thursday
2023-11-20,321,134,63.57,North America,8518.38,2023Q4,11,Monday
2023-10-23,723,237,148.95,Africa,35301.149999999994,2023Q4,10,Monday
2023-07-21,586,319,189.2,Europe,60354.799999999996,2023Q3,7,Friday
2023-12-19,211,83,77.28,Asia,6414.24,2023Q4,12,Tuesday
2023-08-11,997,894,30.01,South America,26828.940000000002,2023Q3,8,Friday
2023-10-29,177,5,33.87,Europe,169.35,2023Q4,10,Sunday
2023-10-29,976,846,48.42,Europe,40963.32,2023Q4,10,Sunday
2023-03-24,528,365,167.87,Africa,61272.55,2023Q1,3,Friday
2023-06-04,388,352,110.82,Asia,39008.64,2023Q2,6,Sunday
2023-06-24,211,169,137.89,Australia,23303.409999999996,2023Q2,6,Saturday
2023-06-12,375,96,97.93,Australia,9401.28,2023Q2,6,Monday
2023-09-25,219,201,185.92,Asia,37369.92,2023Q3,9,Monday
2023-06-02,429,396,142.85,South America,56568.6,2023Q2,6,Friday
2023-03-27,130,13,158.85,Europe,2065.0499999999997,2023Q1,3,Monday
2023-05-05,366,222,61.16,North America,13577.519999999999,2023Q2,5,Friday
2023-12-16,344,197,182.79,Europe,36009.63,2023Q4,12,Saturday
2023-09-07,349,238,69.66,Africa,16579.079999999998,2023Q3,9,Thursday
2023-07-06,603,178,163.91,Australia,29175.98,2023Q3,7,Thursday
2023-12-05,355,353,164.97,Australia,58234.409999999996,2023Q4,12,Tuesday
2023-01-11,756,184,126.39,Asia,23255.76,2023Q1,1,Wednesday
2023-09-28,521,386,80.68,Australia,31142.480000000003,2023Q3,9,Thursday
2023-10-17,65,53,180.33,Europe,9557.49,2023Q4,10,Tuesday
2023-02-21,981,43,69.01,North America,2967.4300000000003,2023Q1,2,Tuesday
2023-06-08,933,847,149.27,Europe,126431.69,2023Q2,6,Thursday
2023-04-16,71,17,134.76,Africa,2290.92,2023Q2,4,Sunday
2023-03-29,654,347,95.41,Australia,33107.27,2023Q1,3,Wednesday
2023-08-23,403,149,50.08,South America,7461.92,2023Q3,8,Wednesday
2023-07-08,681,160,183.93,South America,29428.800000000003,2023Q3,7,Saturday
2023-03-31,178,68,9.76,Africa,663.68,2023Q1,3,Friday
2023-08-25,69,59,98.33,Europe,5801.47,2023Q3,8,Friday
2023-08-13,881,365,103.41,North America,37744.65,2023Q3,8,Sunday
2023-07-14,565,414,20.44,Europe,8462.16,2023Q3,7,Friday
2023-12-12,448,290,43.54,North America,12626.6,2023Q4,12,Tuesday
2023-10-01,299,161,134.4,Australia,21638.4,2023Q4,10,Sunday
2023-05-20,581,463,153.75,Asia,71186.25,2023Q2,5,Saturday
2023-05-15,111,40,179.38,Australia,7175.2,2023Q2,5,Monday
2023-12-07,855,362,18.27,South America,6613.74,2023Q4,12,Thursday
2023-07-26,712,608,73.16,Asia,44481.28,2023Q3,7,Wednesday
2023-06-17,839,77,5.4,North America,415.8,2023Q2,6,Saturday
2023-05-04,288,129,127.82,Asia,16488.78,2023Q2,5,Thursday
2023-03-15,598,553,42.98,Australia,23767.94,2023Q1,3,Wednesday
2023-02-28,330,10,102.87,Europe,1028.7,2023Q1,2,Tuesday
2023-04-17,773,567,24.24,South America,13744.08,2023Q2,4,Monday
2023-02-07,901,251,70.96,Asia,17810.96,2023Q1,2,Tuesday
2023-04-20,454,387,62.48,Australia,24179.76,2023Q2,4,Thursday
2023-01-30,953,183,95.6,Africa,17494.8,2023Q1,1,Monday
2023-09-22,848,742,142.72,Australia,105898.24,2023Q3,9,Friday
2023-11-29,167,25,134.8,South America,3370.0000000000005,2023Q4,11,Wednesday
2023-10-19,78,10,40.89,South America,408.9,2023Q4,10,Thursday
2023-03-02,443,89,56.33,Africa,5013.37,2023Q1,3,Thursday
2023-06-05,499,81,163.22,Africa,13220.82,2023Q2,6,Monday
2023-05-03,939,147,9.77,Africa,1436.1899999999998,2023Q2,5,Wednesday
2023-09-16,453,98,186.95,Europe,18321.1,2023Q3,9,Saturday
2023-09-02,651,641,99.24,North America,63612.84,2023Q3,9,Saturday
2023-12-27,332,71,28.55,Europe,2027.05,2023Q4,12,Wednesday
2023-04-21,83,60,118.37,Africa,7102.200000000001,2023Q2,4,Friday
2023-10-08,11,1,14.04,Australia,14.04,2023Q4,10,Sunday
2023-02-07,850,429,7.62,South America,3268.98,2023Q1,2,Tuesday
2023-08-06,743,666,133.87,Africa,89157.42,2023Q3,8,Sunday
2023-08-25,590,174,164.93,North America,28697.82,2023Q3,8,Friday
2023-03-06,739,25,90.31,Africa,2257.75,2023Q1,3,Monday
2023-12-08,209,27,98.67,Europe,2664.09,2023Q4,12,Friday
2023-11-23,797,283,8.61,South America,2436.6299999999997,2023Q4,11,Thursday
2023-08-26,423,11,114.2,Africa,1256.2,2023Q3,8,Saturday
2023-10-28,845,784,31.76,Europe,24899.84,2023Q4,10,Saturday
2023-03-22,413,219,138.05,Europe,30232.95,2023Q1,3,Wednesday
2023-03-05,213,75,94.61,Australia,7095.75,2023Q1,3,Sunday
2023-11-08,919,748,111.64,North America,83506.72,2023Q4,11,Wednesday
2023-08-12,546,516,27.28,Asia,14076.480000000001,2023Q3,8,Saturday
2023-12-20,774,336,42.19,Australia,14175.84,2023Q4,12,Wednesday
2023-05-05,132,73,71.63,Africa,5228.99,2023Q2,5,Friday
2023-03-28,537,48,36.04,Africa,1729.92,2023Q1,3,Tuesday
2023-01-28,318,242,124.05,Africa,30020.1,2023Q1,1,Saturday
2023-11-15,123,111,98.82,South America,10969.019999999999,2023Q4,11,Wednesday
2023-08-15,598,263,189.27,Africa,49778.01,2023Q3,8,Tuesday
2023-10-29,603,139,186.64,South America,25942.96,2023Q4,10,Sunday
2023-12-23,467,366,141.12,Africa,51649.92,2023Q4,12,Saturday
2023-09-23,803,553,156.31,Africa,86439.43000000001,2023Q3,9,Saturday
2023-11-10,252,171,27.52,North America,4705.92,2023Q4,11,Friday
2023-11-29,825,445,96.25,Africa,42831.25,2023Q4,11,Wednesday
2023-01-21,910,426,100.07,South America,42629.82,2023Q1,1,Saturday
2023-07-11,175,145,89.54,South America,12983.300000000001,2023Q3,7,Tuesday
2023-11-03,155,61,108.24,Asia,6602.639999999999,2023Q4,11,Friday
2023-12-08,756,539,168.95,South America,91064.04999999999,2023Q4,12,Friday
2023-06-28,207,170,64.77,Australia,11010.9,2023Q2,6,Wednesday
2023-04-15,701,596,70.36,South America,41934.56,2023Q2,4,Saturday
2023-05-21,640,375,77.84,North America,29190.0,2023Q2,5,Sunday
2023-11-06,621,216,93.14,Australia,20118.24,2023Q4,11,Monday
2023-01-01,25,11,163.52,Africa,1798.72,2023Q1,1,Sunday
2023-05-30,710,211,25.29,South America,5336.19,2023Q2,5,Tuesday
2023-05-17,404,317,123.68,Europe,39206.560000000005,2023Q2,5,Wednesday
2023-08-20,978,382,76.81,Australia,29341.420000000002,2023Q3,8,Sunday
2023-03-07,358,102,190.38,North America,19418.76,2023Q1,3,Tuesday
2023-09-08,231,226,84.16,Europe,19020.16,2023Q3,9,Friday
2023-10-12,177,174,156.4,North America,27213.600000000002,2023Q4,10,Thursday
2023-11-13,581,209,81.97,Africa,17131.73,2023Q4,11,Monday
2023-03-22,438,53,54.59,Australia,2893.27,2023Q1,3,Wednesday
2023-09-04,233,109,88.18,Asia,9611.62,2023Q3,9,Monday
2023-01-16,145,37,31.97,Asia,1182.8899999999999,2023Q1,1,Monday
2023-04-21,993,164,120.6,South America,19778.399999999998,2023Q2,4,Friday
2023-11-16,152,64,90.8,South America,5811.2,2023Q4,11,Thursday
2023-03-29,950,711,32.0,North America,22752.0,2023Q1,3,Wednesday
2023-08-11,286,84,135.69,Asia,11397.96,2023Q3,8,Friday
2023-03-24,940,698,151.82,North America,105970.36,2023Q1,3,Friday
2023-12-30,470,299,23.19,Africa,6933.81,2023Q4,12,Saturday
2023-03-05,961,881,68.58,Europe,60418.979999999996,2023Q1,3,Sunday
2023-04-07,59,54,54.72,Asia,2954.88,2023Q2,4,Friday
2023-08-01,505,392,11.87,North America,4653.04,2023Q3,8,Tuesday
2023-11-10,540,501,77.61,Australia,38882.61,2023Q4,11,Friday
2023-10-21,406,109,29.77,Africa,3244.93,2023Q4,10,Saturday
2023-09-22,116,10,94.41,North America,944.0999999999999,2023Q3,9,Friday
2023-06-13,570,165,88.0,South America,14520.0,2023Q2,6,Tuesday
2023-10-27,421,402,58.65,Africa,23577.3,2023Q4,10,Friday
2023-03-03,717,190,25.06,North America,4761.4,2023Q1,3,Friday
2023-05-05,778,669,95.5,South America,63889.5,2023Q2,5,Friday
2023-06-26,690,284,28.41,Australia,8068.44,2023Q2,6,Monday
2023-06-18,732,577,91.61,North America,52858.97,2023Q2,6,Sunday
2023-08-15,66,61,67.24,South America,4101.639999999999,2023Q3,8,Tuesday
2023-05-13,657,538,162.01,Asia,87161.37999999999,2023Q2,5,Saturday
2023-11-12,830,799,128.02,Asia,102287.98000000001,2023Q4,11,Sunday
2023-07-29,120,38,50.06,Asia,1902.2800000000002,2023Q3,7,Saturday
2023-02-05,940,443,156.27,Australia,69227.61,2023Q1,2,Sunday
2023-05-17,949,543,71.71,South America,38938.53,2023Q2,5,Wednesday
2023-07-22,608,606,152.47,North America,92396.81999999999,2023Q3,7,Saturday
2023-08-06,772,107,105.56,North America,11294.92,2023Q3,8,Sunday
2023-02-24,732,76,30.16,Europe,2292.16,2023Q1,2,Friday
2023-05-30,846,222,189.76,Europe,42126.72,2023Q2,5,Tuesday
2023-03-09,700,159,93.87,Europe,14925.33,2023Q1,3,Thursday
2023-05-02,848,341,111.59,Asia,38052.19,2023Q2,5,Tuesday
2023-11-22,244,65,152.36,Asia,9903.400000000001,2023Q4,11,Wednesday
2023-05-30,265,122,80.33,Africa,9800.26,2023Q2,5,Tuesday
2023-10-07,128,71,161.7,Europe,11480.699999999999,2023Q4,10,Saturday
2023-01-25,789,139,134.05,Europe,18632.95,2023Q1,1,Wednesday
2023-04-01,773,649,154.42,Africa,100218.57999999999,2023Q2,4,Saturday
2023-12-19,884,869,125.16,Europe,108764.04,2023Q4,12,Tuesday
2023-08-13,39,37,53.42,North America,1976.54,2023Q3,8,Sunday
2023-09-25,371,207,71.75,South America,14852.25,2023Q3,9,Monday
2023-02-07,739,201,16.58,South America,3332.5799999999995,2023Q1,2,Tuesday
2023-09-29,810,49,8.34,South America,408.65999999999997,2023Q3,9,Friday
2023-03-04,801,391,141.2,South America,55209.2,2023Q1,3,Saturday
2023-07-25,773,378,177.34,Australia,67034.52,2023Q3,7,Tuesday
2023-03-10,333,76,56.37,North America,4284.12,2023Q1,3,Friday
2023-07-29,256,44,22.39,Asia,985.1600000000001,2023Q3,7,Saturday
2023-02-19,941,27,83.56,Asia,2256.12,2023Q1,2,Sunday
2023-06-13,625,86,142.25,South America,12233.5,2023Q2,6,Tuesday
2023-08-16,542,511,113.18,South America,57834.98,2023Q3,8,Wednesday
2023-06-04,121,61,127.8,Europe,7795.8,2023Q2,6,Sunday
2023-06-12,592,135,68.55,Australia,9254.25,2023Q2,6,Monday
2023-04-18,841,47,130.77,Asia,6146.1900000000005,2023Q2,4,Tuesday
2023-12-01,931,30,116.11,Europe,3483.3,2023Q4,12,Friday
2023-01-07,679,668,52.09,South America,34796.12,2023Q1,1,Saturday
2023-08-13,780,527,131.27,Asia,69179.29000000001,2023Q3,8,Sunday
2023-07-09,295,191,191.46,Europe,36568.86,2023Q3,7,Sunday
2023-12-25,236,144,126.63,Europe,18234.72,2023Q4,12,Monday
2023-01-12,391,253,20.11,Asia,5087.83,2023Q1,1,Thursday
2023-09-07,474,276,199.72,Australia,55122.72,2023Q3,9,Thursday
2023-12-27,992,726,159.06,South America,115477.56,2023Q4,12,Wednesday
2023-08-27,621,219,100.27,Asia,21959.129999999997,2023Q3,8,Sunday
2023-04-15,89,71,141.22,Australia,10026.62,2023Q2,4,Saturday
2023-04-23,861,685,101.21,Asia,69328.84999999999,2023Q2,4,Sunday
2023-09-14,465,310,132.28,Asia,41006.8,2023Q3,9,Thursday
2023-12-05,952,477,140.26,North America,66904.01999999999,2023Q4,12,Tuesday
2023-07-23,221,119,98.39,North America,11708.41,2023Q3,7,Sunday
2023-04-06,836,635,168.9,Asia,107251.5,2023Q2,4,Thursday
2023-08-11,606,51,13.74,South America,700.74,2023Q3,8,Friday
2023-07-21,309,87,175.87,North America,15300.69,2023Q3,7,Friday
2023-07-31,138,9,69.84,South America,628.5600000000001,2023Q3,7,Monday
2023-09-26,784,231,30.52,Australia,7050.12,2023Q3,9,Tuesday
2023-10-14,201,185,11.45,Africa,2118.25,2023Q4,10,Saturday
2023-11-29,314,149,162.9,Africa,24272.100000000002,2023Q4,11,Wednesday
2023-07-25,537,142,143.56,Africa,20385.52,2023Q3,7,Tuesday
2023-01-16,840,183,117.88,Australia,21572.04,2023Q1,1,Monday
2023-03-07,910,726,151.27,South America,109822.02,2023Q1,3,Tuesday
2023-10-21,264,11,64.41,North America,708.51,2023Q4,10,Saturday
2023-10-08,288,233,183.85,Australia,42837.049999999996,2023Q4,10,Sunday
2023-11-05,620,125,149.07,Australia,18633.75,2023Q4,11,Sunday
2023-12-14,247,171,60.98,North America,10427.58,2023Q4,12,Thursday
2023-10-06,760,42,72.59,Australia,3048.78,2023Q4,10,Friday
2023-09-28,152,78,136.42,Africa,10640.759999999998,2023Q3,9,Thursday
2023-05-31,985,199,23.09,Africa,4594.91,2023Q2,5,Wednesday
2023-05-16,664,191,130.08,South America,24845.280000000002,2023Q2,5,Tuesday
2023-09-04,28,23,48.43,North America,1113.89,2023Q3,9,Monday
2023-06-30,235,41,122.44,Europe,5020.04,2023Q2,6,Friday
2023-09-24,244,217,22.08,Australia,4791.36,2023Q3,9,Sunday
2023-12-15,865,375,83.79,Australia,31421.250000000004,2023Q4,12,Friday
2023-08-09,314,118,39.63,Africa,4676.34,2023Q3,8,Wednesday
2023-07-04,296,30,80.33,Australia,2409.9,2023Q3,7,Tuesday
2023-11-08,306,234,135.4,Australia,31683.600000000002,2023Q4,11,Wednesday
2023-02-15,557,105,171.53,Europe,18010.65,2023Q1,2,Wednesday
2023-05-21,258,222,187.23,Australia,41565.06,2023Q2,5,Sunday
2023-02-23,343,101,175.35,Asia,17710.35,2023Q1,2,Thursday
2023-05-29,469,61,190.91,South America,11645.51,2023Q2,5,Monday
2023-08-11,357,250,110.3,South America,27575.0,2023Q3,8,Friday
2023-06-10,13,10,14.69,Europe,146.9,2023Q2,6,Saturday
2023-04-13,269,65,169.6,Asia,11024.0,2023Q2,4,Thursday
2023-08-06,755,302,60.92,South America,18397.84,2023Q3,8,Sunday
2023-04-07,585,48,144.46,North America,6934.08,2023Q2,4,Friday
2023-01-12,421,369,142.41,South America,52549.29,2023Q1,1,Thursday
2023-05-04,814,322,173.45,Africa,55850.899999999994,2023Q2,5,Thursday
2023-04-23,249,144,53.59,Asia,7716.960000000001,2023Q2,4,Sunday
2023-03-14,655,478,116.17,South America,55529.26,2023Q1,3,Tuesday
2023-03-03,363,73,29.07,South America,2122.11,2023Q1,3,Friday
2023-05-11,461,11,78.7,Australia,865.7,2023Q2,5,Thursday
2023-07-17,699,386,121.74,Australia,46991.64,2023Q3,7,Monday
2023-06-10,104,35,166.85,Australia,5839.75,2023Q2,6,Saturday
2023-06-09,238,62,93.77,Asia,5813.74,2023Q2,6,Friday
2023-08-21,521,499,181.54,Asia,90588.45999999999,2023Q3,8,Monday
2023-01-12,945,859,194.56,Australia,167127.04,2023Q1,1,Thursday
2023-01-28,323,95,176.1,North America,16729.5,2023Q1,1,Saturday
2023-03-05,925,67,10.67,Africa,714.89,2023Q1,3,Sunday
2023-03-29,208,68,15.38,Asia,1045.8400000000001,2023Q1,3,Wednesday
2023-07-06,63,0,0.0,Europe,0.0,2023Q3,7,Thursday
2023-03-26,435,392,109.49,Australia,42920.079999999994,2023Q1,3,Sunday
2023-05-03,245,12,72.5,Africa,870.0,2023Q2,5,Wednesday
2023-08-22,278,88,111.03,Asia,9770.64,2023Q3,8,Tuesday
2023-04-18,812,769,148.36,South America,114088.84000000001,2023Q2,4,Tuesday
2023-07-09,120,48,68.41,South America,3283.68,2023Q3,7,Sunday
2023-03-16,179,93,38.38,South America,3569.34,2023Q1,3,Thursday
2023-06-14,524,474,114.48,Australia,54263.520000000004,2023Q2,6,Wednesday
2023-11-30,226,190,89.01,Africa,16911.9,2023Q4,11,Thursday
2023-08-31,840,743,31.95,Europe,23738.85,2023Q3,8,Thursday
2023-06-08,233,104,108.12,South America,11244.48,2023Q2,6,Thursday
2023-07-11,699,639,104.79,North America,66960.81,2023Q3,7,Tuesday
2023-08-13,879,160,81.02,North America,12963.199999999999,2023Q3,8,Sunday
2023-02-21,923,168,127.15,North America,21361.2,2023Q1,2,Tuesday
2023-05-18,889,155,90.61,Africa,14044.55,2023Q2,5,Thursday
2023-08-26,708,40,129.09,South America,5163.6,2023Q3,8,Saturday
2023-10-24,139,94,83.86,Asia,7882.84,2023Q4,10,Tuesday
2023-05-16,646,477,11.0,South America,5247.0,2023Q2,5,Tuesday
2023-05-22,503,303,54.24,Africa,16434.72,2023Q2,5,Monday
2023-06-28,84,26,181.36,North America,4715.360000000001,2023Q2,6,Wednesday
2023-05-31,210,197,111.46,Europe,21957.62,2023Q2,5,Wednesday
2023-12-08,42,22,195.71,Asia,4305.62,2023Q4,12,Friday
2023-03-05,501,153,126.79,Asia,19398.870000000003,2023Q1,3,Sunday
2023-04-26,88,48,42.26,North America,2028.48,2023Q2,4,Wednesday
2023-08-29,760,699,51.52,Asia,36012.48,2023Q3,8,Tuesday
2023-05-11,946,380,36.97,North America,14048.6,2023Q2,5,Thursday
2023-12-01,480,234,191.83,Africa,44888.22,2023Q4,12,Friday
2023-04-06,562,214,163.62,Europe,35014.68,2023Q2,4,Thursday
2023-02-19,182,28,102.04,South America,2857.1200000000003,2023Q1,2,Sunday
2023-01-21,74,10,106.17,Africa,1061.7,2023Q1,1,Saturday
2023-10-10,885,738,66.41,South America,49010.579999999994,2023Q4,10,Tuesday
2023-04-25,142,61,159.41,Africa,9724.01,2023Q2,4,Tuesday
2023-05-14,295,181,181.1,Africa,32779.1,2023Q2,5,Sunday
2023-10-11,809,211,61.08,Australia,12887.88,2023Q4,10,Wednesday
2023-10-02,758,165,117.46,Asia,19380.899999999998,2023Q4,10,Monday
2023-01-22,743,168,176.73,South America,29690.64,2023Q1,1,Sunday
2023-08-02,596,151,7.63,Africa,1152.1299999999999,2023Q3,8,Wednesday
2023-10-22,946,483,142.94,Australia,69040.02,2023Q4,10,Sunday
2023-12-07,448,196,61.56,South America,12065.76,2023Q4,12,Thursday
2023-08-21,12,8,47.57,Europe,380.56,2023Q3,8,Monday
2023-11-20,392,159,191.98,Europe,30524.82,2023Q4,11,Monday
2023-04-29,317,229,140.01,South America,32062.289999999997,2023Q2,4,Saturday
2023-08-26,462,182,57.88,Africa,10534.16,2023Q3,8,Saturday
2023-12-29,641,149,94.05,Europe,14013.449999999999,2023Q4,12,Friday
2023-12-14,94,12,80.87,Africa,970.44,2023Q4,12,Thursday
2023-05-12,865,592,46.68,Europe,27634.56,2023Q2,5,Friday
2023-05-03,905,16,189.59,North America,3033.44,2023Q2,5,Wednesday
2023-10-20,10,8,53.91,Africa,431.28,2023Q4,10,Friday
2023-11-14,348,268,172.91,Asia,46339.88,2023Q4,11,Tuesday
2023-03-22,204,183,10.34,Australia,1892.22,2023Q1,3,Wednesday
2023-06-30,56,56,173.64,Africa,9723.84,2023Q2,6,Friday
2023-10-17,484,117,157.86,Africa,18469.620000000003,2023Q4,10,Tuesday
2023-04-15,222,117,170.03,North America,19893.51,2023Q2,4,Saturday
2023-05-13,397,256,35.2,South America,9011.2,2023Q2,5,Saturday
2023-01-19,970,688,136.52,Africa,93925.76000000001,2023Q1,1,Thursday
2023-02-10,731,446,21.99,South America,9807.539999999999,2023Q1,2,Friday
2023-11-11,401,38,164.55,Europe,6252.900000000001,2023Q4,11,Saturday
2023-03-20,42,40,35.59,Africa,1423.6000000000001,2023Q1,3,Monday
2023-08-31,910,21,115.7,South America,2429.7000000000003,2023Q3,8,Thursday
2023-09-01,309,108,16.34,Asia,1764.72,2023Q3,9,Friday
2023-11-17,938,489,21.71,Australia,10616.19,2023Q4,11,Friday
2023-06-25,507,203,114.31,Australia,23204.93,2023Q2,6,Sunday
2023-07-15,639,520,80.67,Europe,41948.4,2023Q3,7,Saturday
2023-09-25,946,446,183.31,Africa,81756.26,2023Q3,9,Monday
2023-05-02,71,41,189.61,Europe,7774.01,2023Q2,5,Tuesday
2023-11-19,452,403,155.25,South America,62565.75,2023Q4,11,Sunday
2023-10-03,876,725,194.93,Asia,141324.25,2023Q4,10,Tuesday
2023-05-16,880,689,69.36,Europe,47789.04,2023Q2,5,Tuesday
2023-06-30,78,26,42.44,Africa,1103.44,2023Q2,6,Friday
2023-04-15,594,515,102.91,North America,52998.65,2023Q2,4,Saturday
2023-03-17,460,392,115.7,Australia,45354.4,2023Q1,3,Friday
2023-06-25,881,31,80.06,Europe,2481.86,2023Q2,6,Sunday
2023-03-09,371,256,5.76,Europe,1474.56,2023Q1,3,Thursday
2023-07-22,466,264,104.97,Africa,27712.079999999998,2023Q3,7,Saturday
2023-02-14,843,5,118.29,North America,591.45,2023Q1,2,Tuesday
2023-05-24,202,173,166.94,South America,28880.62,2023Q2,5,Wednesday
2023-08-20,191,93,112.16,Europe,10430.88,2023Q3,8,Sunday
2023-11-15,662,126,118.06,South America,14875.56,2023Q4,11,Wednesday
2023-06-03,894,174,152.38,North America,26514.12,2023Q2,6,Saturday
2023-02-21,455,359,111.77,Africa,40125.43,2023Q1,2,Tuesday
2023-02-19,501,361,53.99,North America,19490.39,2023Q1,2,Sunday
2023-07-14,365,294,42.45,Australia,12480.300000000001,2023Q3,7,Friday
2023-01-24,290,47,86.6,Africa,4070.2,2023Q1,1,Tuesday
2023-08-27,550,118,31.44,South America,3709.92,2023Q3,8,Sunday
2023-10-22,412,309,40.14,Europe,12403.26,2023Q4,10,Sunday
2023-02-07,343,87,185.45,Europe,16134.15,2023Q1,2,Tuesday
2023-05-08,463,149,8.12,South America,1209.8799999999999,2023Q2,5,Monday
2023-12-03,830,262,99.52,South America,26074.239999999998,2023Q4,12,Sunday
2023-05-24,237,73,98.53,South America,7192.6900000000005,2023Q2,5,Wednesday
2023-11-04,236,7,151.54,Australia,1060.78,2023Q4,11,Saturday
2023-03-13,318,18,136.84,Asia,2463.12,2023Q1,3,Monday
2023-08-27,696,262,173.31,South America,45407.22,2023Q3,8,Sunday
2023-03-23,969,333,115.45,South America,38444.85,2023Q1,3,Thursday
2023-03-14,282,252,75.1,North America,18925.199999999997,2023Q1,3,Tuesday
2023-01-27,598,415,43.87,Europe,18206.05,2023Q1,1,Friday
2023-02-08,500,116,98.16,Australia,11386.56,2023Q1,2,Wednesday
2023-12-11,388,328,188.6,Africa,61860.799999999996,2023Q4,12,Monday
2023-09-23,600,337,24.83,Australia,8367.71,2023Q3,9,Saturday
2023-05-21,990,568,191.2,Africa,108601.59999999999,2023Q2,5,Sunday
2023-02-26,716,169,51.41,Europe,8688.289999999999,2023Q1,2,Sunday
2023-01-17,449,348,30.23,North America,10520.04,2023Q1,1,Tuesday
2023-11-02,78,18,74.58,Asia,1342.44,2023Q4,11,Thursday
2023-08-23,514,85,32.11,Europe,2729.35,2023Q3,8,Wednesday
2023-08-01,852,441,91.47,North America,40338.27,2023Q3,8,Tuesday
2023-04-12,67,20,6.58,Africa,131.6,2023Q2,4,Wednesday
2023-02-17,207,31,37.1,Africa,1150.1000000000001,2023Q1,2,Friday
2023-11-02,136,104,72.55,Asia,7545.2,2023Q4,11,Thursday
2023-09-21,180,44,26.01,Europe,1144.44,2023Q3,9,Thursday
2023-07-08,161,89,11.04,South America,982.56,2023Q3,7,Saturday
